	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
689	0	0.3823796548592189	1.338427700315203	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2553.84	743	841	933	687	865	917	687	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0083	adam	5	+accuracy	0.9607911985018727	2553.828	00:00:29	4	743	841	933	0	865	685	687	749	0.1320594469092312	0	0.3533151680290645	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.9203028167997087
690	3	0.3751135331516803	1.7827478851590837	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3												linear				bag_of_word_counts	classifier	2533.044	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0207	adam	5	+accuracy	0.848314606741573	2533.044	00:08:45	7	561	561	561	561	561	561	561	561	0.40404510341780014	0	0.37329700272479566	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.1671644926071165
691	4	0.3151680290644868	2.073360003743853	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0		maxpool		True		85.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2552.364	703	703	745	1145	693	859	775	837	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0791	adam	5	+accuracy	0.31659644194756553	2552.364	00:01:24	8	703	703	745	10	693	859	775	685	2.017801038334879	0	0.2670299727520436	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.4427007096154347
692	3	0.36603088101725706	1.8989540031978063	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3		maxpool		True		378.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2571.024	759	1085	737	687	751	805	753	783	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.016	adam	5	+accuracy	0.68562734082397	2571.012	00:01:21	7	759	719	737	685	751	739	685	783	0.9481114598918944	0	0.33424159854677565	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.7970232452665056
693	0	0.26430517711171664	1.670152599470956	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2		maxpool		True		238.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2570.008	871	701	869	857	759	759	773	811	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.055	adam	5	+accuracy	0.23689138576779026	2570.008	00:00:55	4	871	701	10	857	759	759	767	811	1.8133676110135482	0	0.20345140781108084	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7870554685592652
694	4	0.26975476839237056	28.15225189753941	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6]	342		405.0	cnn	seq2vec	300.0	True	embedding	classifier	2560.868	829	823	749	851	797	781	733	893	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0124	adam	5	+accuracy	0.44967228464419473	2560.868	00:01:12	8	829	771	741	851	741	781	733	893	14.806270095292994	0	0.2452316076294278	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	91.5278886113848
695	9	0.35240690281562215	25.84477882385254	False		True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.4	761	915	739	765	757	687	749	747	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0847	adam	5	+accuracy	0.9407771535580525	2548.4	00:01:16	13	761	915	739	765	717	687	745	747	1.1939472930038466	0	0.33060853769300635	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	41.148924582345145
696	6	0.35603996366939145	3.7029902594430104	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.3												linear				bag_of_word_counts	classifier	2533.52	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0564	adam	5	+accuracy	0.824438202247191	2533.52	00:12:25	10	561	561	561	561	561	561	561	561	0.6026330158002814	0	0.34332425068119893	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.3178017139434814
697	0	0.39691189827429607	1.3676418849400112	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.904	759	719	737	685	751	805	685	783	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0194	adam	5	+accuracy	0.9529494382022472	2549.904	00:00:27	4	759	719	737	685	751	255	685	783	0.1488718530128288	0	0.3242506811989101	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.7783409254891533
698	2	0.27157129881925524	1.6258813108716692	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2		attention		True		76.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2553.268	703	1087	687	1205	1045	739	939	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0665	adam	5	+accuracy	0.24204119850187267	2553.268	00:00:59	6	703	1087	687	299	1045	739	915	829	1.7415108823597654	0	0.1989100817438692	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7003491129193986
699	10	0.3642143505903724	32.73153874533517	False		True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2552.968	903	727	851	949	687	989	687	755	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0785	adam	5	+accuracy	0.9312968164794008	2552.968	00:01:28	14	687	685	813	949	687	989	687	755	1.5257963045929255	0	0.3069936421435059	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	49.5946163722447
700	1	0.2706630336058129	111.31392168317522	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6, 7]	387		142.0	cnn	seq2vec	300.0	True	embedding	classifier	2559.74	1279	779	835	775	729	883	709	791	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0251	adam	5	+accuracy	0.43527621722846443	2559.74	00:00:45	5	1279	779	741	775	525	883	709	791	89.18209387568498	0	0.25885558583106266	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	270.24013720921107
701	0	0.38056312443233425	1.3800020830971853	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2		attention		True		288.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2559.988	687	703	875	687	721	907	747	797	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0128	adam	5	+accuracy	0.7392322097378277	2559.984	00:00:52	4	687	703	875	687	721	907	747	797	0.672245060794809	0	0.33605812897366033	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.3262755836759297
702	2	0.3478655767484105	7.685699353899275	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.996	859	711	817	731	783	771	695	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0841	adam	5	+accuracy	0.8662219101123596	2549.968	00:00:30	6	857	683	10	731	685	771	695	687	1.811713092670905	0	0.33969118982742963	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	19.90505567278181
703	0	0.24977293369663942	14716.790959821428	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	114		263.0	cnn	seq2vec	300.0	True	embedding	classifier	2557.672	741	717	735	763	757	687	749	747	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0853	adam	5	+accuracy	0.25163857677902624	2557.672	00:00:42	4	741	717	735	763	0	687	735	747	49775.97256023964	0	0.1980018165304269	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	42273.98055245536
704	10	0.2670299727520436	300653.5167410714	False		True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	495		273.0	cnn	seq2vec	300.0	True	embedding	classifier	2569.212	739	807	829	911	725	1163	745	781	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0711	adam	5	+accuracy	0.45552434456928836	2569.212	00:02:18	14	739	791	829	911	685	1163	719	709	5070.199435478962	0	0.2134423251589464	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	572477.8833705357
705	4	0.2970027247956403	1.5659536566053118	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.1		meanpool		True		141.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2556.652	715	855	795	713	685	871	743	881	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0754	adam	5	+accuracy	0.280313670411985	2556.648	00:01:39	8	715	855	483	713	685	571	731	209	1.622836647408732	0	0.28973660308810173	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6217280183519636
706	5	0.2742960944595822	12132.186798095703	False		True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	73		453.0	cnn	seq2vec	300.0	True	embedding	classifier	2556.232	745	871	687	739	755	995	723	811	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0839	adam	5	+accuracy	0.25526685393258425	2556.232	00:01:19	9	745	871	487	739	755	763	687	811	77525.41180816348	0	0.13896457765667575	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	127626.59130120958
707	0	0.405086285195277	1.3746679203850882	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.656	685	701	869	857	775	759	721	799	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0017	adam	5	+accuracy	0.9495552434456929	2548.656	00:00:25	4	685	701	861	857	10	759	721	799	0.22956360307302368	0	0.36966394187102636	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9479326282228742
708	4	0.27338782924613986	123572.49626116072	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.4					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	442		503.0	cnn	seq2vec	300.0	True	embedding	classifier	2585.532	697	707	747	755	869	761	919	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0742	adam	5	+accuracy	0.5669475655430711	2585.532	00:01:17	8	697	707	747	10	869	685	919	749	46407.009765294606	0	0.26612170753860126	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	981797.2660714285
709	1	0.3533151680290645	2.769331819670541	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0												linear				bag_of_word_counts	classifier	2532.68	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0678	adam	5	+accuracy	0.986189138576779	2532.668	00:06:36	5	561	561	561	561	561	561	561	561	0.05808430037736781	0	0.33605812897366033	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.39398866380964
710	0	0.405086285195277	1.3790984664644514	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2550.4	751	857	755	749	687	779	787	869	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.019	adam	5	+accuracy	0.9496722846441947	2550.4	00:00:28	4	751	10	755	749	687	779	787	869	0.15957765032847723	0	0.34514078110808355	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.784878410611834
711	2	0.26430517711171664	2.242664725439889	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4		attention		True		417.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2554.232	735	807	829	911	725	1163	745	781	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0341	adam	5	+accuracy	0.24847846441947566	2554.232	00:01:08	6	487	783	829	911	725	1163	719	781	2.000723667805561	0	0.2524977293369664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.768706945010594
712	0	0.24159854677565848	4576.417229352679	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6, 7]	180		118.0	cnn	seq2vec	300.0	True	embedding	classifier	2565.776	829	771	741	851	743	781	733	925	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0957	adam	5	+accuracy	0.2779728464419476	2565.776	00:00:37	4	829	123	741	851	743	0	733	925	76867.73420675327	0	0.23251589464123523	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	41387.792759486605
713	3	0.36330608537693004	3.905498882702419	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.88	701	687	817	823	831	771	687	773	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0408	adam	5	+accuracy	0.9057818352059925	2548.86	00:00:49	7	10	687	817	823	769	771	687	773	0.5072461053003533	0	0.3242506811989101	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.618368898119245
714	0	0.3960036330608538	1.343147771699088	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2550.236	745	871	847	687	755	763	805	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0079	adam	5	+accuracy	0.9757724719101124	2550.236	00:00:27	4	739	871	847	0	755	763	805	687	0.0807337864870659	0	0.3405994550408719	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.2760961771011354
715	4	0.3079019073569482	3.533268359729222	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	134		219.0	cnn	seq2vec	300.0	True	embedding	classifier	2557.36	743	841	933	759	865	917	687	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0097	adam	5	+accuracy	0.6688904494382022	2557.36	00:01:14	8	743	841	933	687	865	10	687	749	2.0783557767948406	0	0.2688465031789282	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	24.447646740504673
716	3	0.22888283378746593	26264.034688895088	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	124		382.0	cnn	seq2vec	300.0	True	embedding	classifier	2562.996	851	751	1181	753	707	779	741	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0933	adam	5	+accuracy	0.3036048689138577	2562.996	00:00:59	7	851	687	1181	753	707	779	0	729	16741.432279840392	0	0.21798365122615804	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	52040.72897949219
717	3	0.26612170753860126	409.3194399152483	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	173		185.0	cnn	seq2vec	300.0	True	embedding	classifier	2563.232	815	687	687	899	729	909	745	797	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0362	adam	5	+accuracy	0.4033239700374532	2563.216	00:01:07	7	815	687	687	897	729	909	745	797	35.799567837840165	0	0.22524977293369663	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	177.0983028956822
718	7	0.3478655767484105	22.30498411996024	False		True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.684	687	753	869	801	937	717	877	883	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0815	adam	5	+accuracy	0.9193586142322098	2549.684	00:01:02	11	687	721	869	801	937	713	877	883	1.638471801405989	0	0.33060853769300635	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	38.568555559430806
719	6	0.2633969118982743	32445.869266183036	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6]	340		209.0	cnn	seq2vec	300.0	True	embedding	classifier	2569.868	917	947	795	687	759	747	877	837	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0722	adam	5	+accuracy	0.4695692883895131	2569.864	00:01:26	10	917	857	779	687	759	747	877	835	20739.92274120238	0	0.23614895549500453	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	994751.2571428572
720	7	0.34877384196185285	1.5927881615502493	False		True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.1		attention		True		195.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2556.82	851	947	1085	707	753	875	735	1177	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0273	adam	5	+accuracy	0.49543539325842695	2556.82	00:01:56	11	709	921	717	707	729	875	735	1177	1.2277520399415092	0	0.31244323342415986	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.8445410251617431
721	5	0.3869209809264305	1.5978288548333304	False		True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.4		meanpool		True		300.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2559.644	1197	753	921	757	913	959	909	789	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0127	adam	5	+accuracy	0.7667368913857678	2559.628	00:01:58	9	1197	753	921	751	913	959	909	789	0.5894839440503817	0	0.33060853769300635	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.387061493737357
722	1	0.26612170753860126	2.765086487361363	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		maxpool		True		270.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2564.592	719	805	751	707	829	709	745	717	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0884	adam	5	+accuracy	0.23525280898876405	2564.592	00:01:14	5	719	801	751	707	829	709	745	717	2.5266062476661766	0	0.23796548592188918	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9673750877380372
723	2	0.3960036330608538	1.5957238844462804	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2		maxpool		True		390.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2567.752	747	1051	687	981	1033	1117	749	1007	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0005	adam	5	+accuracy	0.9531835205992509	2567.668	00:01:30	6	747	1011	687	685	753	1117	749	685	0.13832739361104893	0	0.3533151680290645	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.125930098124913
724	0	0.37693006357856496	1.3959788526807513	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.42	685	687	701	713	749	701	687	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0258	adam	5	+accuracy	0.9543539325842697	2548.42	00:00:23	4	10	10	701	713	749	701	687	719	0.14692283153868793	0	0.3405994550408719	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.017029646464756
725	9	0.2724795640326976	791.7136123657226	False		True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	222		175.0	cnn	seq2vec	300.0	True	embedding	classifier	2563.328	759	1009	803	805	749	805	763	781	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0267	adam	5	+accuracy	0.43551029962546817	2563.324	00:01:56	13	759	1009	703	805	427	805	753	151	32.81426307882709	0	0.22979109900090827	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2201.7738837105885
726	2	0.36966394187102636	2.8903637851987565	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.128	829	831	749	687	787	781	687	805	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0348	adam	5	+accuracy	0.9365636704119851	2549.12	00:00:39	6	829	771	749	685	787	781	685	805	0.262944985348522	0	0.329700272479564	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.434860215868269
727	1	0.3960036330608538	1.3941962616784231	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0		final_state		True		310.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2579.076	1289	859	775	867	797	699	791	797	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0017	adam	5	+accuracy	0.9647705992509363	2579.076	00:01:17	5	771	859	775	867	797	699	485	797	0.09969342505552349	0	0.38419618528610355	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.3441649641309468
728	14	0.259763851044505	478612.97361892974	False		True	single_id	just_spaces	semisupervised_text_classification_json	18	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	158		362.0	cnn	seq2vec	300.0	True	embedding	classifier	2562.06	751	857	829	749	763	1163	787	869	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0631	adam	5	+accuracy	0.3472612359550562	2562.06	00:02:24	18	751	857	755	749	685	767	787	869	3003.7534294811526	0	0.24250681198910082	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	486581.387109375
729	1	0.24704813805631246	6207.1939697265625	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	122		411.0	cnn	seq2vec	300.0	True	embedding	classifier	2558.84	685	687	741	713	749	785	701	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0614	adam	5	+accuracy	0.28195224719101125	2558.84	00:00:48	5	685	687	741	713	749	687	701	749	14094.652921240875	0	0.2098092643051771	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	17160.09787248884
730	0	0.37693006357856496	1.41519798210689	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.516	929	687	1007	709	1121	807	795	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0261	adam	5	+accuracy	0.9254447565543071	2548.512	00:00:25	4	927	687	1007	709	339	807	795	687	0.25362062487709386	0	0.3614895549500454	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.9317202636173794
731	6	0.3242506811989101	1.5813486746379308	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.4		meanpool		True		409.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2568.148	739	807	829	911	725	1163	745	781	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0487	adam	5	+accuracy	0.3059456928838951	2568.136	00:02:27	10	739	571	829	911	685	1163	719	709	1.58809716558635	0	0.27338782924613986	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6320079565048218
732	5	0.2724795640326976	22910.221965680805	False		True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7]	194		371.0	cnn	seq2vec	300.0	True	embedding	classifier	2560.188	743	841	933	759	865	917	687	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0608	adam	5	+accuracy	0.44241573033707865	2560.184	00:01:16	9	743	841	933	687	865	311	687	749	5255.292125745659	0	0.2706630336058129	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	61488.46375558036
733	11	0.27157129881925524	604.4323353358677	False		True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.0					300.0			[1, 2, 3, 4, 5]	327		222.0	cnn	seq2vec	300.0	True	embedding	classifier	2565.132	853	739	751	845	923	847	1047	715	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0149	adam	5	+accuracy	0.4854868913857678	2565.132	00:01:44	15	853	739	751	743	735	847	1047	685	2.217062692740437	0	0.2706630336058129	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	474.7296602521624
734	2	0.3578564940962761	6.315913302557809	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2550.9	1085	811	687	735	683	707	811	1039	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0829	adam	5	+accuracy	0.8599016853932584	2550.888	00:00:34	6	1085	811	687	735	683	707	811	1039	1.9159947240843755	0	0.3369663941871026	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	19.836663927350724
